Year,Prop Number,Title,Prop Desc,Opposing $,Supporting $,No Percentage,Yes Percentage,Pass?,opposing_usd,supporting_usd,total_usd,passed,combined_text,prop_id,main_category,topic_type
2002,41, VOTING MODERNIZATION ACT OF 2002. AB 56 (2001),"This measure allows the state to sell $200 million in general obligation bonds for updated voting systems. The money raised from the bond sales would assist any county in the purchase of new voting equipment that is certified by the Secretary of State, with the exception of prescored punch card voting systems which are ineligible for funding.
General obligation bonds are backed by the state, meaning that the state is required to pay the principal and interest costs on these bonds. General Fund revenues would be used to pay these costs. These revenues come primarily from the state personal and corporate income taxes, and sales tax.
A new five-member Voting Modernization Board (Board) created by the measure, would consider applications and award the bond monies to counties for the purchase of new voting equipment that meet the required specifications. The measure specifies that the Board shall consist of two members appointed by the Secretary of State and three members appointed by the Governor.
In order to receive bond monies, a county must contribute one dollar of county funds for every three dollars of bond monies.",0,"162,003.09",48.45,51.55,1.0,0.0,162003.09,162003.09,1," voting modernization act of 2002. ab 56 (2001) this measure allows the state to sell $200 million in general obligation bonds for updated voting systems. the money raised from the bond sales would assist any county in the purchase of new voting equipment that is certified by the secretary of state, with the exception of prescored punch card voting systems which are ineligible for funding.
general obligation bonds are backed by the state, meaning that the state is required to pay the principal and interest costs on these bonds. general fund revenues would be used to pay these costs. these revenues come primarily from the state personal and corporate income taxes, and sales tax.
a new five-member voting modernization board (board) created by the measure, would consider applications and award the bond monies to counties for the purchase of new voting equipment that meet the required specifications. the measure specifies that the board shall consist of two members appointed by the secretary of state and three members appointed by the governor.
in order to receive bond monies, a county must contribute one dollar of county funds for every three dollars of bond monies.",2002_Prop_41,Governance,Funding/Finance
2002,42,TRANSPORTATION FUNDING: SALES AND USE TAX REVENUES. ACA 4. (2001),"Requires, effective 7/1/03, existing revenues from state sales and use taxes on sale of motor vehicle fuel be used for transportation purposes as provided by law until 6/30/08.
Requires, effective 7/1/08, existing revenues resulting from state sales and use taxes on sale of motor vehicle fuel be used for public transportation; city and county street and road repairs and improvements; and state highway improvements.
Requires two-thirds vote of the Legislature to suspend or modify percentage allocations of revenues","3,237,000.00","7,179,663.71",30.95,69.05,1.0,3237000.0,7179663.71,10416663.71,1,"transportation funding: sales and use tax revenues. aca 4. (2001) requires, effective 7/1/03, existing revenues from state sales and use taxes on sale of motor vehicle fuel be used for transportation purposes as provided by law until 6/30/08.
requires, effective 7/1/08, existing revenues resulting from state sales and use taxes on sale of motor vehicle fuel be used for public transportation; city and county street and road repairs and improvements; and state highway improvements.
requires two-thirds vote of the legislature to suspend or modify percentage allocations of revenues",2002_Prop_42,Taxes,Transportation
2002,42,TRANSPORTATION FUNDING: SALES AND USE TAX REVENUES. ACA 4. (2001),"Requires, effective 7/1/03, existing revenues from state sales and use taxes on sale of motor vehicle fuel be used for transportation purposes as provided by law until 6/30/08.
Requires, effective 7/1/08, existing revenues resulting from state sales and use taxes on sale of motor vehicle fuel be used for public transportation; city and county street and road repairs and improvements; and state highway improvements.
Requires two-thirds vote of the Legislature to suspend or modify percentage allocations of revenues","3,237,000.00","7,179,663.71",30.95,69.05,1.0,3237000.0,7179663.71,10416663.71,1,"transportation funding: sales and use tax revenues. aca 4. (2001) requires, effective 7/1/03, existing revenues from state sales and use taxes on sale of motor vehicle fuel be used for transportation purposes as provided by law until 6/30/08.
requires, effective 7/1/08, existing revenues resulting from state sales and use taxes on sale of motor vehicle fuel be used for public transportation; city and county street and road repairs and improvements; and state highway improvements.
requires two-thirds vote of the legislature to suspend or modify percentage allocations of revenues",2002_Prop_42,Governance,Transportation
2002,45,LEGISLATIVE TERM LIMITS. LOCAL VOTER PETITIONS. INITIATIVE CONSTITUTIONAL AMENDMENT.,"Requires, effective 7/1/03, existing revenues from state sales and use taxes on sale of motor vehicle fuel be used for transportation purposes as provided by law until 6/30/08.
Requires, effective 7/1/08, existing revenues resulting from state sales and use taxes on sale of motor vehicle fuel be used for public transportation; city and county street and road repairs and improvements; and state highway improvements.
Requires two-thirds vote of the Legislature to suspend or modify percentage allocations of revenues","1,532,719.35","11,672,074.07",57.65,42.35,0.0,1532719.35,11672074.07,13204793.42,0,"legislative term limits. local voter petitions. initiative constitutional amendment. requires, effective 7/1/03, existing revenues from state sales and use taxes on sale of motor vehicle fuel be used for transportation purposes as provided by law until 6/30/08.
requires, effective 7/1/08, existing revenues resulting from state sales and use taxes on sale of motor vehicle fuel be used for public transportation; city and county street and road repairs and improvements; and state highway improvements.
requires two-thirds vote of the legislature to suspend or modify percentage allocations of revenues",2002_Prop_45,Taxes,Transportation
2002,45,LEGISLATIVE TERM LIMITS. LOCAL VOTER PETITIONS. INITIATIVE CONSTITUTIONAL AMENDMENT.,"Requires, effective 7/1/03, existing revenues from state sales and use taxes on sale of motor vehicle fuel be used for transportation purposes as provided by law until 6/30/08.
Requires, effective 7/1/08, existing revenues resulting from state sales and use taxes on sale of motor vehicle fuel be used for public transportation; city and county street and road repairs and improvements; and state highway improvements.
Requires two-thirds vote of the Legislature to suspend or modify percentage allocations of revenues","1,532,719.35","11,672,074.07",57.65,42.35,0.0,1532719.35,11672074.07,13204793.42,0,"legislative term limits. local voter petitions. initiative constitutional amendment. requires, effective 7/1/03, existing revenues from state sales and use taxes on sale of motor vehicle fuel be used for transportation purposes as provided by law until 6/30/08.
requires, effective 7/1/08, existing revenues resulting from state sales and use taxes on sale of motor vehicle fuel be used for public transportation; city and county street and road repairs and improvements; and state highway improvements.
requires two-thirds vote of the legislature to suspend or modify percentage allocations of revenues",2002_Prop_45,Governance,Transportation
2002,46,HOUSING AND EMERGENCY SHELTER TRUST FUND ACT OF 2002,"Creates trust fund to: provide shelters for battered women; clean and safe housing for low-income senior citizens; emergency shelters for homeless families with children; housing with social services for homeless and mentally ill; repairs/accessibility improvements to apartments for families and handicapped citizens; military veteran homeownership assistance; and security improvements/repairs to existing emergency shelters.
Funded by bond issue of two billion one hundred million dollars ($2,100,000,000).
Makes cities and counties eligible to receive specified funds.
Subjects expenditures to independent audit.
Appropriates money from state General Fund to repay bonds.",0,"4,126,790.44",42.47,57.53,1.0,0.0,4126790.44,4126790.44,1,"housing and emergency shelter trust fund act of 2002 creates trust fund to: provide shelters for battered women; clean and safe housing for low-income senior citizens; emergency shelters for homeless families with children; housing with social services for homeless and mentally ill; repairs/accessibility improvements to apartments for families and handicapped citizens; military veteran homeownership assistance; and security improvements/repairs to existing emergency shelters.
funded by bond issue of two billion one hundred million dollars ($2,100,000,000).
makes cities and counties eligible to receive specified funds.
subjects expenditures to independent audit.
appropriates money from state general fund to repay bonds.",2002_Prop_46,Bonds,Healthcare
2002,47,KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,"This act provides for a bond issue of thirteen billion fifty million dollars ($13,050,000,000) to fund necessary education facilities to relieve overcrowding and to repair older schools.
Funds will be targeted to areas of greatest need and must be spent according to strict accountability measures.
Funds will also be used to upgrade and build new classrooms in the California Community Colleges, the California State University, and the University of California, to provide adequate higher education facilities to accommodate growing student enrollment.
Appropriates money from state General Fund to pay off bonds.",0,"13,139,702.12",40.92,59.08,1.0,0.0,13139702.12,13139702.12,1,"kindergarten-university public education facilities bond act of 2002. this act provides for a bond issue of thirteen billion fifty million dollars ($13,050,000,000) to fund necessary education facilities to relieve overcrowding and to repair older schools.
funds will be targeted to areas of greatest need and must be spent according to strict accountability measures.
funds will also be used to upgrade and build new classrooms in the california community colleges, the california state university, and the university of california, to provide adequate higher education facilities to accommodate growing student enrollment.
appropriates money from state general fund to pay off bonds.",2002_Prop_47,Education,Education
2002,47,KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,"This act provides for a bond issue of thirteen billion fifty million dollars ($13,050,000,000) to fund necessary education facilities to relieve overcrowding and to repair older schools.
Funds will be targeted to areas of greatest need and must be spent according to strict accountability measures.
Funds will also be used to upgrade and build new classrooms in the California Community Colleges, the California State University, and the University of California, to provide adequate higher education facilities to accommodate growing student enrollment.
Appropriates money from state General Fund to pay off bonds.",0,"13,139,702.12",40.92,59.08,1.0,0.0,13139702.12,13139702.12,1,"kindergarten-university public education facilities bond act of 2002. this act provides for a bond issue of thirteen billion fifty million dollars ($13,050,000,000) to fund necessary education facilities to relieve overcrowding and to repair older schools.
funds will be targeted to areas of greatest need and must be spent according to strict accountability measures.
funds will also be used to upgrade and build new classrooms in the california community colleges, the california state university, and the university of california, to provide adequate higher education facilities to accommodate growing student enrollment.
appropriates money from state general fund to pay off bonds.",2002_Prop_47,Bonds,Education
2002,49,BEFORE AND AFTER SCHOOL PROGRAMS. STATE GRANTS. INITIATIVE STATUTE,"Increases state grant funds available for before/after school programs, providing tutoring, homework assistance, and educational enrichment.
Makes every public elementary, middle/junior high school, including charter schools, eligible for after school grants ranging from $50,000–$75,000. Maintains local funding match requirement.
Provides priority for additional funding to schools with predominantly low-income students.
Requires that, beginning 2004–05, new funding for before/after school programs not be taken from education funding, guaranteed under Proposition 98. Gives priority to schools already receiving grants and requires increasing expenditures only if state revenues grow.",0,"9,655,689.70",43.38,56.62,1.0,0.0,9655689.7,9655689.7,1,"before and after school programs. state grants. initiative statute increases state grant funds available for before/after school programs, providing tutoring, homework assistance, and educational enrichment.
makes every public elementary, middle/junior high school, including charter schools, eligible for after school grants ranging from $50,000–$75,000. maintains local funding match requirement.
provides priority for additional funding to schools with predominantly low-income students.
requires that, beginning 2004–05, new funding for before/after school programs not be taken from education funding, guaranteed under proposition 98. gives priority to schools already receiving grants and requires increasing expenditures only if state revenues grow.",2002_Prop_49,Education,Education
2002,50,"WATER QUALITY, SUPPLY AND SAFE DRINKING WATER PROJECTS. COASTAL WETLANDS PURCHASE AND PROTECTION. BONDS. INITIATIVE STATUTE.","Authorizes $3,440,000,000 general obligation bonds to fund a variety of water projects, including:
Specified CALFED Bay-Delta Program projects including urban and agricultural water use efficiency projects;
Grants and loans to reduce Colorado River water use;
Purchasing, protecting and restoring coastal wetlands near urban areas
Competitive grants for water management and quality improvement projects;
Development of river parkways;
Improved security for state, local and regional water systems;
Grants for desalination and drinking water disinfection.
Appropriates money from state General Fund to pay off bonds.",0,"6,021,744.32",44.71,55.29,1.0,0.0,6021744.32,6021744.32,1,"water quality, supply and safe drinking water projects. coastal wetlands purchase and protection. bonds. initiative statute. authorizes $3,440,000,000 general obligation bonds to fund a variety of water projects, including:
specified calfed bay-delta program projects including urban and agricultural water use efficiency projects;
grants and loans to reduce colorado river water use;
purchasing, protecting and restoring coastal wetlands near urban areas
competitive grants for water management and quality improvement projects;
development of river parkways;
improved security for state, local and regional water systems;
grants for desalination and drinking water disinfection.
appropriates money from state general fund to pay off bonds.",2002_Prop_50,Bonds,Environment
2002,51,TRANSPORTATION. DISTRIBUTION OF EXISTING MOTOR VEHICLE SALES AND USE TAX. INITIATIVE STATUTE,"Creates 'Traffic Congestion Relief and Safe School Bus Trust Fund.'
Redistributes portion of existing state revenues from motor vehicle sales/leases from General Fund to Trust Fund for transportation, environmental, and safety programs.
Allocates portion of these funds for: school bus safety; clean air programs; highway improvements; mass transit improvements including bus purchase, commuter and light rail expansion.
Provides funds for environmental enhancement programs and traffic mitigation programs.
Allocates money to 45 specific projects. For remainder of Trust Fund, specifies distribution percentages, restricts fund uses, requires accountability mechanisms.","100,075.00","5,616,919.31",57.79,42.21,0.0,100075.0,5616919.31,5716994.31,0,"transportation. distribution of existing motor vehicle sales and use tax. initiative statute creates 'traffic congestion relief and safe school bus trust fund.'
redistributes portion of existing state revenues from motor vehicle sales/leases from general fund to trust fund for transportation, environmental, and safety programs.
allocates portion of these funds for: school bus safety; clean air programs; highway improvements; mass transit improvements including bus purchase, commuter and light rail expansion.
provides funds for environmental enhancement programs and traffic mitigation programs.
allocates money to 45 specific projects. for remainder of trust fund, specifies distribution percentages, restricts fund uses, requires accountability mechanisms.",2002_Prop_51,Education,Education
2002,51,TRANSPORTATION. DISTRIBUTION OF EXISTING MOTOR VEHICLE SALES AND USE TAX. INITIATIVE STATUTE,"Creates 'Traffic Congestion Relief and Safe School Bus Trust Fund.'
Redistributes portion of existing state revenues from motor vehicle sales/leases from General Fund to Trust Fund for transportation, environmental, and safety programs.
Allocates portion of these funds for: school bus safety; clean air programs; highway improvements; mass transit improvements including bus purchase, commuter and light rail expansion.
Provides funds for environmental enhancement programs and traffic mitigation programs.
Allocates money to 45 specific projects. For remainder of Trust Fund, specifies distribution percentages, restricts fund uses, requires accountability mechanisms.","100,075.00","5,616,919.31",57.79,42.21,0.0,100075.0,5616919.31,5716994.31,0,"transportation. distribution of existing motor vehicle sales and use tax. initiative statute creates 'traffic congestion relief and safe school bus trust fund.'
redistributes portion of existing state revenues from motor vehicle sales/leases from general fund to trust fund for transportation, environmental, and safety programs.
allocates portion of these funds for: school bus safety; clean air programs; highway improvements; mass transit improvements including bus purchase, commuter and light rail expansion.
provides funds for environmental enhancement programs and traffic mitigation programs.
allocates money to 45 specific projects. for remainder of trust fund, specifies distribution percentages, restricts fund uses, requires accountability mechanisms.",2002_Prop_51,Taxes,Transportation
2002,52,ELECTION DAY VOTER REGISTRATION. VOTER FRAUD PENALITIES. INITATIVE STATUTE.,"Allows persons who are legally eligible to vote and have valid identification to register to vote on election day at their polling place.
Increases criminal penalty for voter and voter registration fraud.
Criminalizes conspiracy to commit voter fraud.
Requires trained staff at polling places to manage election day registration, creates fund to implement measure, including training and providing personnel for election day registration.
Allows persons to register or reregister during 28 days preceding election day at local election offices.
Provides more time to county election officials to prepare voter registration lists.","385,915.00","7,954,487.60",59.06,40.94,0.0,385915.0,7954487.6,8340402.6,0,"election day voter registration. voter fraud penalities. initative statute. allows persons who are legally eligible to vote and have valid identification to register to vote on election day at their polling place.
increases criminal penalty for voter and voter registration fraud.
criminalizes conspiracy to commit voter fraud.
requires trained staff at polling places to manage election day registration, creates fund to implement measure, including training and providing personnel for election day registration.
allows persons to register or reregister during 28 days preceding election day at local election offices.
provides more time to county election officials to prepare voter registration lists.",2002_Prop_52,Governance,Transportation
2002,52,ELECTION DAY VOTER REGISTRATION. VOTER FRAUD PENALITIES. INITATIVE STATUTE.,"Allows persons who are legally eligible to vote and have valid identification to register to vote on election day at their polling place.
Increases criminal penalty for voter and voter registration fraud.
Criminalizes conspiracy to commit voter fraud.
Requires trained staff at polling places to manage election day registration, creates fund to implement measure, including training and providing personnel for election day registration.
Allows persons to register or reregister during 28 days preceding election day at local election offices.
Provides more time to county election officials to prepare voter registration lists.","385,915.00","7,954,487.60",59.06,40.94,0.0,385915.0,7954487.6,8340402.6,0,"election day voter registration. voter fraud penalities. initative statute. allows persons who are legally eligible to vote and have valid identification to register to vote on election day at their polling place.
increases criminal penalty for voter and voter registration fraud.
criminalizes conspiracy to commit voter fraud.
requires trained staff at polling places to manage election day registration, creates fund to implement measure, including training and providing personnel for election day registration.
allows persons to register or reregister during 28 days preceding election day at local election offices.
provides more time to county election officials to prepare voter registration lists.",2002_Prop_52,Criminal Justice,Other Crimminal Justice
2003,53,INFRASTRUCTURE: FINANCE,"Generally dedicates up to 3% of General Fund revenues annually to fund state and local (excluding school and community college) infrastructure projects. Fiscal Impact: Dedication of General Fund revenues for state and local infrastructure. Potential transfers of $850 million in 2006-07, increasing to several billions of dollars in future years, under specified conditions.\","14,340.00","471,815.92",63.78,36.22,0.0,14340.0,471815.92,486155.92,0,"infrastructure: finance generally dedicates up to 3% of general fund revenues annually to fund state and local (excluding school and community college) infrastructure projects. fiscal impact: dedication of general fund revenues for state and local infrastructure. potential transfers of $850 million in 2006-07, increasing to several billions of dollars in future years, under specified conditions.\",2003_Prop_53,Education,Education
2003,54,"CLASSIFICATION BY RACE, ETHNICITY, COLOR OR NATIONAL ORIGIN","Amends Constitution to prohibit state and local governments from using race, ethnicity, color, or national origin to classify current or prospective students, contractors or employees in public education, contracting, or employment operations. Does not prohibit classification by sex.
Prohibition also covers persons subject to other operations of government unless Legislature finds compelling state interest, authorizes by two-thirds of each house, and Governor approves.
""Classifying"" defined as separating, sorting, or organizing persons or personal data. Exemptions include: medical data; law enforcement descriptions; prisoner and undercover assignments; actions maintaining federal funding.","11,119,374.81","215,869.25",63.8,36.2,0.0,11119374.81,215869.25,11335244.06,0,"classification by race, ethnicity, color or national origin amends constitution to prohibit state and local governments from using race, ethnicity, color, or national origin to classify current or prospective students, contractors or employees in public education, contracting, or employment operations. does not prohibit classification by sex.
prohibition also covers persons subject to other operations of government unless legislature finds compelling state interest, authorizes by two-thirds of each house, and governor approves.
""classifying"" defined as separating, sorting, or organizing persons or personal data. exemptions include: medical data; law enforcement descriptions; prisoner and undercover assignments; actions maintaining federal funding.",2003_Prop_54,Education,Education
2003,54,"CLASSIFICATION BY RACE, ETHNICITY, COLOR OR NATIONAL ORIGIN","Amends Constitution to prohibit state and local governments from using race, ethnicity, color, or national origin to classify current or prospective students, contractors or employees in public education, contracting, or employment operations. Does not prohibit classification by sex.
Prohibition also covers persons subject to other operations of government unless Legislature finds compelling state interest, authorizes by two-thirds of each house, and Governor approves.
""Classifying"" defined as separating, sorting, or organizing persons or personal data. Exemptions include: medical data; law enforcement descriptions; prisoner and undercover assignments; actions maintaining federal funding.","11,119,374.81","215,869.25",63.8,36.2,0.0,11119374.81,215869.25,11335244.06,0,"classification by race, ethnicity, color or national origin amends constitution to prohibit state and local governments from using race, ethnicity, color, or national origin to classify current or prospective students, contractors or employees in public education, contracting, or employment operations. does not prohibit classification by sex.
prohibition also covers persons subject to other operations of government unless legislature finds compelling state interest, authorizes by two-thirds of each house, and governor approves.
""classifying"" defined as separating, sorting, or organizing persons or personal data. exemptions include: medical data; law enforcement descriptions; prisoner and undercover assignments; actions maintaining federal funding.",2003_Prop_54,Governance,Education
2003,54,"CLASSIFICATION BY RACE, ETHNICITY, COLOR OR NATIONAL ORIGIN","Amends Constitution to prohibit state and local governments from using race, ethnicity, color, or national origin to classify current or prospective students, contractors or employees in public education, contracting, or employment operations. Does not prohibit classification by sex.
Prohibition also covers persons subject to other operations of government unless Legislature finds compelling state interest, authorizes by two-thirds of each house, and Governor approves.
""Classifying"" defined as separating, sorting, or organizing persons or personal data. Exemptions include: medical data; law enforcement descriptions; prisoner and undercover assignments; actions maintaining federal funding.","11,119,374.81","215,869.25",63.8,36.2,0.0,11119374.81,215869.25,11335244.06,0,"classification by race, ethnicity, color or national origin amends constitution to prohibit state and local governments from using race, ethnicity, color, or national origin to classify current or prospective students, contractors or employees in public education, contracting, or employment operations. does not prohibit classification by sex.
prohibition also covers persons subject to other operations of government unless legislature finds compelling state interest, authorizes by two-thirds of each house, and governor approves.
""classifying"" defined as separating, sorting, or organizing persons or personal data. exemptions include: medical data; law enforcement descriptions; prisoner and undercover assignments; actions maintaining federal funding.",2003_Prop_54,Criminal Justice,Prison Funding
2004,55,KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2004,"This act provides for a bond issue of twelve billion three hundred million dollars ($12,300,000,000) to fund necessary education facilities to relieve overcrowding and to repair older schools.
Funds will be targeted to areas of greatest need and must be spent according to strict accountability measures.
Funds will also be used to upgrade and build new classrooms in the California Community Colleges, the California State University, and the University of California, to provide adequate higher education facilities to accommodate growing student enrollment.
Appropriates money from General Fund to pay off bonds.",0,"13,654,420.43",49.15,50.85,1.0,0.0,13654420.43,13654420.43,1,"kindergarten-university public education facilities bond act of 2004 this act provides for a bond issue of twelve billion three hundred million dollars ($12,300,000,000) to fund necessary education facilities to relieve overcrowding and to repair older schools.
funds will be targeted to areas of greatest need and must be spent according to strict accountability measures.
funds will also be used to upgrade and build new classrooms in the california community colleges, the california state university, and the university of california, to provide adequate higher education facilities to accommodate growing student enrollment.
appropriates money from general fund to pay off bonds.",2004_Prop_55,Education,Education
2004,55,KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2004,"This act provides for a bond issue of twelve billion three hundred million dollars ($12,300,000,000) to fund necessary education facilities to relieve overcrowding and to repair older schools.
Funds will be targeted to areas of greatest need and must be spent according to strict accountability measures.
Funds will also be used to upgrade and build new classrooms in the California Community Colleges, the California State University, and the University of California, to provide adequate higher education facilities to accommodate growing student enrollment.
Appropriates money from General Fund to pay off bonds.",0,"13,654,420.43",49.15,50.85,1.0,0.0,13654420.43,13654420.43,1,"kindergarten-university public education facilities bond act of 2004 this act provides for a bond issue of twelve billion three hundred million dollars ($12,300,000,000) to fund necessary education facilities to relieve overcrowding and to repair older schools.
funds will be targeted to areas of greatest need and must be spent according to strict accountability measures.
funds will also be used to upgrade and build new classrooms in the california community colleges, the california state university, and the university of california, to provide adequate higher education facilities to accommodate growing student enrollment.
appropriates money from general fund to pay off bonds.",2004_Prop_55,Bonds,Education
2004,56,"STATE BUDGET, RELATED TAXES, AND RESERVE. VOTING REQUIREMENTS. PENALTIES. INITIATIVE CONSTITUTIONAL AMENDMENT","Permits Legislature to enact budget and budget-related tax and appropriation bills with 55% vote rather than 2/3 vote.
Requires that Legislature, Governor permanently lose salary, expenses for each day budget is late.
Requires that Legislature stay in session until budget is passed.
Requires budget summary in state ballot pamphlet and link to Internet website with legislators' voting records on budget and related taxes.
Requires 25% of certain state revenue increases be deposited in reserve fund, which cannot be used to increase spending.","9,405,799.07","15,889,359.25",65.68,34.32,0.0,9405799.07,15889359.25,25295158.32,0,"state budget, related taxes, and reserve. voting requirements. penalties. initiative constitutional amendment permits legislature to enact budget and budget-related tax and appropriation bills with 55% vote rather than 2/3 vote.
requires that legislature, governor permanently lose salary, expenses for each day budget is late.
requires that legislature stay in session until budget is passed.
requires budget summary in state ballot pamphlet and link to internet website with legislators' voting records on budget and related taxes.
requires 25% of certain state revenue increases be deposited in reserve fund, which cannot be used to increase spending.",2004_Prop_56,Taxes,State Tax
2004,56,"STATE BUDGET, RELATED TAXES, AND RESERVE. VOTING REQUIREMENTS. PENALTIES. INITIATIVE CONSTITUTIONAL AMENDMENT","Permits Legislature to enact budget and budget-related tax and appropriation bills with 55% vote rather than 2/3 vote.
Requires that Legislature, Governor permanently lose salary, expenses for each day budget is late.
Requires that Legislature stay in session until budget is passed.
Requires budget summary in state ballot pamphlet and link to Internet website with legislators' voting records on budget and related taxes.
Requires 25% of certain state revenue increases be deposited in reserve fund, which cannot be used to increase spending.","9,405,799.07","15,889,359.25",65.68,34.32,0.0,9405799.07,15889359.25,25295158.32,0,"state budget, related taxes, and reserve. voting requirements. penalties. initiative constitutional amendment permits legislature to enact budget and budget-related tax and appropriation bills with 55% vote rather than 2/3 vote.
requires that legislature, governor permanently lose salary, expenses for each day budget is late.
requires that legislature stay in session until budget is passed.
requires budget summary in state ballot pamphlet and link to internet website with legislators' voting records on budget and related taxes.
requires 25% of certain state revenue increases be deposited in reserve fund, which cannot be used to increase spending.",2004_Prop_56,Governance,Government Compensation
2004,57,"ABX5 9 (CHAPTER 2, STATUTES 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. ECONOMIC RECOVERY BONDS","A one time Economic Recovery Bond of up to fifteen billion dollars ($15,000,000,000) to pay off the state's accumulated General Fund deficit as of June 30, 2004.
The Economic Recovery Bond will only be issued if the California Balanced Budget Act is also approved by the voters.
The bonds will be secured by existing tax revenues and by other revenues that could be deposited in a special fund.","754,848.25","8,311,819.45",36.67,63.33,1.0,754848.25,8311819.45,9066667.7,1,"abx5 9 (chapter 2, statutes 2003, 5th extraordinary session). oropeza. economic recovery bonds a one time economic recovery bond of up to fifteen billion dollars ($15,000,000,000) to pay off the state's accumulated general fund deficit as of june 30, 2004.
the economic recovery bond will only be issued if the california balanced budget act is also approved by the voters.
the bonds will be secured by existing tax revenues and by other revenues that could be deposited in a special fund.",2004_Prop_57,Taxes,State Tax
2004,57,"ABX5 9 (CHAPTER 2, STATUTES 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. ECONOMIC RECOVERY BONDS","A one time Economic Recovery Bond of up to fifteen billion dollars ($15,000,000,000) to pay off the state's accumulated General Fund deficit as of June 30, 2004.
The Economic Recovery Bond will only be issued if the California Balanced Budget Act is also approved by the voters.
The bonds will be secured by existing tax revenues and by other revenues that could be deposited in a special fund.","754,848.25","8,311,819.45",36.67,63.33,1.0,754848.25,8311819.45,9066667.7,1,"abx5 9 (chapter 2, statutes 2003, 5th extraordinary session). oropeza. economic recovery bonds a one time economic recovery bond of up to fifteen billion dollars ($15,000,000,000) to pay off the state's accumulated general fund deficit as of june 30, 2004.
the economic recovery bond will only be issued if the california balanced budget act is also approved by the voters.
the bonds will be secured by existing tax revenues and by other revenues that could be deposited in a special fund.",2004_Prop_57,Bonds,Governence / Rules
2004,58,"ABX5 5 (RESOLUTION CHAPTER 1, STATUTES OF 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. STATE FINANCE","Requires enactment of a balanced budget where General Fund expenditures do not exceed estimated General Fund revenues.
Allows the Governor to proclaim a fiscal emergency in specified circumstances, and submit proposed legislation to address the fiscal emergency.
Requires the Legislature to stop other action and act on legislation proposed to address the emergency.
Establishes a budget reserve.
Provides that the California Economic Recovery Bond Act is for a single object or work.
Prohibits any future deficit bonds.","754,848.25","8,311,819.45",28.88,71.12,1.0,754848.25,8311819.45,9066667.7,1,"abx5 5 (resolution chapter 1, statutes of 2003, 5th extraordinary session). oropeza. state finance requires enactment of a balanced budget where general fund expenditures do not exceed estimated general fund revenues.
allows the governor to proclaim a fiscal emergency in specified circumstances, and submit proposed legislation to address the fiscal emergency.
requires the legislature to stop other action and act on legislation proposed to address the emergency.
establishes a budget reserve.
provides that the california economic recovery bond act is for a single object or work.
prohibits any future deficit bonds.",2004_Prop_58,Bonds,Disaster Funding
2004,58,"ABX5 5 (RESOLUTION CHAPTER 1, STATUTES OF 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. STATE FINANCE","Requires enactment of a balanced budget where General Fund expenditures do not exceed estimated General Fund revenues.
Allows the Governor to proclaim a fiscal emergency in specified circumstances, and submit proposed legislation to address the fiscal emergency.
Requires the Legislature to stop other action and act on legislation proposed to address the emergency.
Establishes a budget reserve.
Provides that the California Economic Recovery Bond Act is for a single object or work.
Prohibits any future deficit bonds.","754,848.25","8,311,819.45",28.88,71.12,1.0,754848.25,8311819.45,9066667.7,1,"abx5 5 (resolution chapter 1, statutes of 2003, 5th extraordinary session). oropeza. state finance requires enactment of a balanced budget where general fund expenditures do not exceed estimated general fund revenues.
allows the governor to proclaim a fiscal emergency in specified circumstances, and submit proposed legislation to address the fiscal emergency.
requires the legislature to stop other action and act on legislation proposed to address the emergency.
establishes a budget reserve.
provides that the california economic recovery bond act is for a single object or work.
prohibits any future deficit bonds.",2004_Prop_58,Governance,Disaster Funding
2004,1A,"SCA 4 (RESOLUTION CHAPTER 133, STATUTES OF 2004). TORLAKSON. PROTECTION OF LOCAL GOVERNMENT REVENUES","Protects local funding for public safety, health, libraries, parks, and other locally delivered services.
Prohibits the State from reducing local governments’ property tax proceeds.
Allows the provisions to be suspended only if the Governor declares a fiscal necessity and two-thirds of the Legislature approve the suspension. Suspended funds must be repaid within three years.
Also requires local sales tax revenues to remain with local government and be spent for local purposes.
Requires the State to fund legislative mandates on local governments or suspend their operation.",0,"9,379,899.72",16.35,83.65,1.0,0.0,9379899.72,9379899.72,1,"sca 4 (resolution chapter 133, statutes of 2004). torlakson. protection of local government revenues protects local funding for public safety, health, libraries, parks, and other locally delivered services.
prohibits the state from reducing local governments’ property tax proceeds.
allows the provisions to be suspended only if the governor declares a fiscal necessity and two-thirds of the legislature approve the suspension. suspended funds must be repaid within three years.
also requires local sales tax revenues to remain with local government and be spent for local purposes.
requires the state to fund legislative mandates on local governments or suspend their operation.",2004_Prop_1A,Taxes,Property
